,Прибыль в расчете на 1 работника,"Возраст компании, лет",Чистые активы на 1 работника,Налоговая нагрузка,Налоги на 1 работника,Кредиторская задолженность на 1 работника,Фондовооруженность,Доля внеоборотных активов в общих,"2021, Коэффициент оборачиваемости совокупных активов, %","2021, Соотношение чистого долга к капиталу, %","2021, Коэффициент концентрации собственного капитала (автономии), %","2021, Коэффициент маневренности собственных средств, %","2021, Доля себестоимости как процент от выручки, %"
5043,-398000.0,10.0,11617333.333333334,0.03072509419743783,67953.66666666667,10333.333333333334,7024333.333333333,0.5024199508857259,0.1542,-0.0273,0.8309,0.3234,1.18
5044,2212000.0,3.5,13879430.555555556,0.05759550561797753,240922.0,2855000.0,6092000.0,0.24354361557527784,0.203,0.3028,0.6048,0.5973,0.4712
5046,61000.0,30.0,5215000.0,0.2082711557218187,118489.0,44000.0,6329000.0,0.8483707101654526,0.042170000000000006,0.3099,0.7584,-0.2136,0.6534
5047,465333.3333333333,28.5,3355333.3333333335,0.04638391038696538,83506.5,2743333.3333333335,2848500.0,0.4486768875354405,0.3024,0.036,0.5285,0.1511,0.7415
5048,82000.0,15.0,-2505350.0,0.09646493506493506,74278.0,397000.0,2754000.0,0.8483707101654526,0.4937,-0.83215,-0.6814250000000001,1.4091099999999988,0.8935
5054,2819470.8095297236,23.5,13879430.555555556,0.2082711557218187,441045.06678921566,11571.42857142857,8748011.723602485,0.41475496078072077,0.2081,-0.2837,0.9958,0.585,0.35914
5056,47000.0,13.0,53000.0,0.009425363974742031,28096.7,3284331.8965517236,133000.0,0.03681151397730418,0.8756,-0.4151,0.0147,-1.1736,0.8503
5057,2819470.8095297236,30.0,13879430.555555556,0.03350807753098744,441045.06678921566,294571.4285714286,8748011.723602485,0.3480153137023351,0.6279,-0.0177,0.9725,0.6421,0.608
5058,115341.04046242774,29.5,2850248.554913295,0.036871537619670706,61732.971098265894,860936.4161849711,3215260.1156069366,0.7176572301960199,0.373,0.3421,0.6344,-0.3647,0.9311
5059,777805.9701492537,24.5,3117447.76119403,0.0382390526497873,118779.2487562189,251587.06467661692,2586199.0049751243,0.5244709654471238,0.6386,0.485,0.6314,0.1693,0.7477
5061,849333.3333333334,6.5,1105083.3333333333,0.037148107728884903,79425.75,536000.0,1121750.0,0.6835423754633626,1.7353,-0.1027,0.6734,-0.0151,0.6028
5063,-261054.79452054793,11.0,1410547.9452054794,0.0814856799885179,171099.83561643836,419397.2602739726,142808.2191780822,0.07448999886350721,1.0857,0.0678,0.7314,0.8982,1.1243
5064,2819470.8095297236,20.0,13879430.555555556,0.09249783162695042,441045.06678921566,1374000.0,6635000.0,0.1789615643964936,0.6885,-0.0143,0.9629,0.8142,0.35914
5065,2819470.8095297236,12.0,13879430.555555556,0.0845665206803809,441045.06678921566,3284331.8965517236,7711647.05882353,0.4002143971311011,0.521,0.2287,0.646,0.1197,0.6927
5066,18500.0,17.5,29500.0,0.1373021978021978,37483.5,8500.0,0.0,0.0,2.3514,-0.0678,0.7763,1.0,0.9322
5067,-484335.4430379747,22.5,731854.4303797468,0.2082711557218187,441045.06678921566,582829.1139240506,1059164.5569620254,0.3080519070306125,0.6407,1.0142499999999999,0.2029,-0.5181,1.2201
5068,-852275.7575757576,5.5,-2505350.0,0.1554974315068493,181621.0,814000.0,8748011.723602485,0.8127345577170622,0.042170000000000006,-0.83215,-0.0462,1.4091099999999988,1.4744000000000002
5069,299500.0,11.5,6117500.0,0.009425363974742031,28096.7,167000.0,6935000.0,0.680769608324335,0.0573,1.0142499999999999,0.6005,-0.7304,0.4769
5071,753666.6666666666,16.0,-2505350.0,0.18938901951563603,322188.6,3284331.8965517236,8748011.723602485,0.811345100619011,0.042170000000000006,-0.83215,-0.3028,1.4091099999999988,0.4598
5072,530500.0,5.5,1805500.0,0.05268226809954751,186284.5,200000.0,0.0,0.0,1.8759,-0.2487,0.8822,1.0,0.85
5073,79666.66666666667,7.0,10027777.777777778,0.024859547285835455,104211.22222222222,195777.77777777778,7158000.0,0.6317244895957952,0.3673,-0.016,0.885,0.2862,0.981
5074,-271363.63636363635,3.5,-489454.54545454547,0.2082711557218187,216553.30303030304,2346757.5757575757,2384212.121212121,0.2286874429582091,0.042170000000000006,-0.83215,-0.0469,1.4091099999999988,1.4744000000000002
5075,225074.34944237917,11.0,2167174.721189591,0.09697924968822962,115346.54275092937,1229394.0520446096,2017524.1635687733,0.5939889041751079,0.3654,-0.0861,0.638,-0.5897,0.8108
5076,2819470.8095297236,15.5,8955700.0,0.014626356178883302,93964.1,2076400.0,8748011.723602485,0.5975971761962846,0.4185,0.4358,0.4834,-0.2364,0.4225
5077,52333.333333333336,15.0,13879430.555555556,0.02213933657371877,86542.66666666667,47666.666666666664,8748011.723602485,0.8483707101654526,0.1059,0.4129,0.5685,-0.6974,0.9866
5079,295692.3076923077,18.0,6661192.307692308,0.2082711557218187,441045.06678921566,37807.692307692305,8190230.769230769,0.7778978337444392,0.1914,0.922,0.5347,-0.5196,0.6372
5080,-852275.7575757576,10.0,13879430.555555556,0.2082711557218187,345533.0,91000.0,8748011.723602485,0.16820261596417196,0.042170000000000006,-0.8141,0.9958,0.8317,1.4744000000000002
5081,126797.10144927536,23.0,202202.89855072464,0.2082711557218187,441045.06678921566,3284331.8965517236,1846671.497584541,0.5484544452071707,0.5838,-0.2349,0.0541,-1.1736,0.9427
5083,328666.6666666667,17.0,4450500.0,0.018477730448117225,90371.5,25666.666666666668,3880333.3333333335,0.7722952913273514,0.9842,0.1192,0.8858,0.1281,0.9328
5084,-162666.66666666666,15.5,-649666.6666666666,0.2082711557218187,60873.333333333336,631000.0,113666.66666666667,0.5940766550522648,0.4776,-0.2073,-0.6814250000000001,1.175,1.4744000000000002
5085,-118476.92307692308,18.5,2636584.6153846155,0.13451613208618926,109297.46153846153,194753.84615384616,1304538.4615384615,0.8483707101654526,0.2687,0.1964,0.7955,-0.2573,1.1458
5086,1601461.5384615385,18.5,9664538.461538462,0.017245704497695528,75123.61538461539,18846.153846153848,4788076.923076923,0.440183300685256,0.4176,-0.0036,0.8885,0.4805,0.6324
5088,991541.6666666666,29.5,3927906.25,0.05548707629268788,182247.30208333334,115093.75,2633760.4166666665,0.6247062213216052,0.8312,-0.0063,0.8979,0.3043,0.6143
5089,47000.0,4.5,28500.0,0.025603108808290156,86474.5,3123000.0,1483500.0,0.2624966822967354,0.344,1.0142499999999999,0.005,-1.1736,0.9861
5090,748285.7142857143,7.0,893142.8571428572,0.06737832613933815,441045.06678921566,3284331.8965517236,0.0,0.0009359566671977059,2.3514,-0.6424,0.1245,0.9925,0.9546
5091,2819470.8095297236,9.5,13879430.555555556,0.009425363974742031,207536.0,3284331.8965517236,8748011.723602485,0.472225117248567,0.2865,-0.0569,0.8972,0.1715,0.6823
5092,10000.0,4.5,80000.0,0.17105123216601817,263761.0,20000.0,0.0,0.0,2.3514,0.5625,0.5517,1.0,0.7069
5094,547833.3333333334,15.0,1904000.0,0.05806447072072072,68748.33333333333,644666.6666666666,0.0,0.0,0.5579,0.0083,0.7269,1.0,0.5373
5096,1707444.4444444445,19.5,3723277.777777778,0.010985080288279176,57920.666666666664,17555.555555555555,3612055.5555555555,0.48225398497244454,0.8277,0.7903,0.4971,0.0299,0.6762
5097,542666.6666666666,15.0,5099666.666666667,0.009425363974742031,57533.333333333336,720333.3333333334,21333.333333333332,0.003665521191294387,0.9573,-0.0348,0.8762,0.9958,0.9141
5099,2066666.6666666667,14.5,5188000.0,0.0907321960623941,441045.06678921566,589333.3333333334,1185000.0,0.1470101728558432,1.0205,0.4086,0.6436,0.7716,0.6378
5101,2057000.0,6.0,7224000.0,0.009425363974742031,78280.0,0.0,2713000.0,0.3755537098560354,1.9611,-0.0003,0.9958,0.6244,0.793
5102,814850.0,21.0,4207275.0,0.04450629816547862,134706.1,58625.0,2441700.0,0.5578191662525915,0.7583,-0.0065,0.9612,0.4196,0.7308
5103,146000.0,5.5,1448000.0,0.009425363974742031,28096.7,3284331.8965517236,8748011.723602485,0.8483707101654526,0.1173,-0.0048,0.0574,-1.1736,0.9513
5104,1199000.0,9.5,1622400.0,0.022793986273014488,209226.0,81000.0,286000.0,0.14662155234286886,2.3514,-0.056,0.8317,0.8237,0.5943
5106,2323037.7358490564,28.0,8075698.113207547,0.018152808595203046,118318.12264150943,982641.5094339623,4084311.320754717,0.42558030345335346,0.6149,0.3261,0.6676,0.3626,0.6295
5107,2819470.8095297236,12.5,13879430.555555556,0.17147219019542026,441045.06678921566,156238.09523809524,8748011.723602485,0.694062887778422,0.486,0.0805,0.8742,0.2061,0.6205
5110,815875.0,7.5,2005500.0,0.021714393265348027,79317.25,1259000.0,2424875.0,0.5462045275368848,0.9221,0.0657,0.4517,-0.2091,0.7766
5111,118526.31578947368,12.0,720105.2631578947,0.08075578616781594,124508.42105263157,7631.578947368421,305789.4736842105,0.308599351994476,1.3952,0.261,0.7267,0.5754,0.9231
5112,1571.4285714285713,30.0,1040714.2857142857,0.2082711557218187,39380.42857142857,0.0,1105428.5714285714,0.4983584438947605,0.042170000000000006,1.0142499999999999,0.3276,-0.5211,0.9645
5113,601909.0909090909,18.5,5204909.090909091,0.028341896527083035,72112.09090909091,28272.727272727272,3053909.090909091,0.5801405004341306,0.4691,0.0438,0.9038,0.3581,0.7634
5114,940800.0,28.5,3499685.714285714,0.03173933191547482,92952.71428571429,297000.0,1144028.5714285714,0.29063867778672997,0.8159,-0.0526,0.8891,0.6731,0.6788
5115,649000.0,11.0,13879430.555555556,0.022835451734799037,66474.0,2033666.6666666667,6452000.0,0.23013542273532525,0.1065,0.412,0.6234,0.6308,0.6672
5116,119000.0,27.5,2978200.0,0.042171850871387605,86024.25,15200.0,925300.0,0.28804906142016623,0.6217,0.0488,0.9271,0.6893,0.9417
5117,2819470.8095297236,12.0,13879430.555555556,0.009425363974742031,60436.0,3284331.8965517236,0.0,0.0,0.1889,0.2948,0.5371,1.0,0.35914
5118,-299000.0,24.0,-2205333.3333333335,0.05825860904794058,28760.333333333332,69666.66666666667,308333.3333333333,0.5636806825106643,0.5614,-0.83215,-0.6814250000000001,1.1398,1.4744000000000002
5119,-44500.0,5.5,-50000.0,0.025516644474034622,28096.7,505500.0,0.0,0.0,0.7115,0.15,-0.1098,1.0,1.1185
5120,113000.0,4.5,188500.0,0.04490331125827814,50853.0,27000.0,0.0,0.0,2.3514,-0.0981,0.8747,1.0,0.9002
5121,1380818.1818181819,14.0,3059000.0,0.027646726019529007,87514.45454545454,144909.0909090909,3056681.8181818184,0.6676098006512589,0.8427,0.3882,0.6681,0.0008,0.5638
5122,51666.666666666664,5.5,3488333.3333333335,0.15446194871794872,125500.33333333333,356000.0,2945833.3333333335,0.7525119209809265,0.2007,0.02,0.8911,0.1555,0.9364
5123,66500.0,8.5,75500.0,0.10022741764080766,94314.0,137500.0,0.0,0.0,1.902,1.0142499999999999,0.1229,1.0,0.9293
5124,55200.0,28.0,1638200.0,0.19917824684843155,135879.4,0.0,956000.0,0.5835673299963374,0.3638,-0.4164,0.9958,0.4164,0.9132
5125,587666.6666666666,23.0,3629333.3333333335,0.04591373869135283,72742.66666666667,103666.66666666667,1732111.111111111,0.44958758724116055,0.4411,-0.0067,0.942,0.5227,0.6291
5130,608285.7142857143,20.0,983984.126984127,0.06811355619559238,167045.79365079364,63650.793650793654,129730.15873015873,0.12383145709913486,2.3514,-0.204,0.9392,0.8682,0.752
5131,115666.66666666667,3.5,159833.33333333334,0.0387845358634851,91292.33333333333,1483666.6666666667,2095000.0,0.46482977389251595,0.8642,1.0142499999999999,0.0354,-1.1736,0.9509
5134,1325600.0,3.5,1010800.0,0.09497203842358813,441045.06678921566,2287400.0,18000.0,0.005457522284882663,2.3514,-0.83215,0.3065,0.9822,0.9038
5135,-30000.0,5.5,655333.3333333334,0.15326111908177906,35607.666666666664,113000.0,0.0,0.0,0.0736,1.0142499999999999,0.2147,1.0,1.1291
5137,20500.0,14.0,98000.0,0.07513485477178423,28096.7,0.0,0.0,0.0,2.3514,-0.0459,0.9561,1.0,0.9149
5138,202578.94736842104,15.0,3105736.8421052634,0.044197191231838864,100706.78947368421,11842.105263157895,877052.6315789474,0.22032419282333343,0.6098,0.0803,0.7802,0.7176,0.9111
5139,598666.1417322835,19.5,2231409.448818898,0.15815663964660168,441045.06678921566,738826.7716535433,381678.7401574803,0.12718618807724602,1.2201,-0.0058,0.7436,0.829,0.6697
5142,103000.0,12.0,5988333.333333333,0.10440332843857072,71098.66666666667,16666.666666666668,4786000.0,0.7974465723008604,0.1133,-0.0003,0.9958,0.2003,0.8488
5144,-130600.0,14.5,122200.0,0.010203706934147405,46794.2,2589800.0,800000.0,0.2949852507374631,0.768,-0.5892,0.0451,-1.1736,1.0285
5145,827857.1428571428,16.5,1417000.0,0.05224391883632808,122116.42857142857,5142.857142857143,0.0,0.0,2.2774,-0.801,0.9958,1.0,0.6458
5146,432655.1724137931,26.5,3320241.379310345,0.06943959970035152,124658.44827586207,25620.689655172413,1304724.1379310344,0.35721096205949265,0.6383,0.0457,0.909,0.607,0.759
5147,681125.0,24.0,570875.0,0.048270523708421796,68206.25,20500.0,72125.0,0.12196153033185374,2.3514,-0.3948,0.9653,0.8737,0.518
5149,2819470.8095297236,25.5,3477545.6852791877,0.11910798051085768,441045.06678921566,903902.2842639594,2366527.9187817257,0.42426371426488824,1.6025,0.2393,0.6223,0.3139,0.4782
5150,2236387.2832369944,23.5,7657612.716763006,0.04253440696572632,202910.75722543354,63479.76878612717,2872445.0867052022,0.34628745790792353,0.5615,0.1618,0.7929,0.5633,0.5312
5153,2819470.8095297236,15.5,13879430.555555556,0.011377868679382772,274810.8,665000.0,8748011.723602485,0.26597267376563277,0.6106,0.5902,0.6185,0.57,0.35914
5154,1863000.0,9.5,-2505350.0,0.009425363974742031,28096.7,2879000.0,0.0,0.0,1.6683,-0.1316,-0.6814250000000001,1.0,0.35914
5156,1966447.3684210526,17.0,8614736.842105264,0.05086925549474416,277368.63157894736,206815.7894736842,4373315.7894736845,0.39858779623780094,0.5272,0.1797,0.7852,0.4923,0.6394
5158,2356166.6666666665,13.5,3515083.3333333335,0.07385377025521969,392342.0,2611666.6666666665,2625750.0,0.3756348203428626,0.9765,-0.056,0.5029,0.253,0.5123
5159,1632500.0,16.5,3161500.0,0.060317234015827156,240092.75,0.0,271250.0,0.08579788075280721,1.3831,-0.7773,0.9958,0.9142,0.5899
5160,1629519.4805194805,20.0,8944103.896103896,0.032277960106029076,355980.2077922078,1699480.5194805195,2670961.038961039,0.1801505026430536,0.7042,0.6546,0.5403,0.6666,0.823
5161,1380930.693069307,27.5,1354782.1782178218,0.17286285429891332,441045.06678921566,187900.9900990099,3172554.4554455443,0.430536000104103,0.4435,1.0142499999999999,0.1781,-1.1736,0.4075
5162,1509159.0909090908,30.0,5727886.363636363,0.05024562437264689,166667.5909090909,113829.54545454546,3750375.0,0.5147090702944309,0.5011,0.1812,0.7861,0.3452,0.545
5163,2819470.8095297236,20.5,13879430.555555556,0.04027273197181861,346275.68888888886,180155.55555555556,3567333.3333333335,0.1999753347559449,0.5665,-0.1858,0.9899,0.798,0.3698
5164,98900.0,7.0,-1062300.0,0.024198267656577194,101690.8,101600.0,6771500.0,0.5843954754376243,0.3442,-0.83215,-0.0866,1.4091099999999988,0.9765
5165,129085.71428571429,17.0,1097485.7142857143,0.07510895815782084,84059.8,17028.571428571428,641685.7142857143,0.5757536915504512,1.0169,-0.2042,0.9847,0.4153,0.8623
5166,-69500.0,4.0,-933000.0,0.2082711557218187,107782.0,252000.0,0.0,0.0,0.1644,-0.83215,-0.6043,1.0,1.2668
5167,2013222.2222222222,5.0,2461611.111111111,0.017699000062757566,441045.06678921566,3284331.8965517236,3600888.888888889,0.3209573847051956,2.3514,-0.0161,0.199,-0.6131,0.5405
5168,2819470.8095297236,5.5,13879430.555555556,0.030330310880829017,187320.0,89000.0,0.0,0.0,0.4159,-0.0084,0.9944,1.0,0.35914
5169,-146011.62790697673,4.5,1060180.2325581396,0.10464429410717464,194789.87790697673,428284.88372093026,4252715.116279069,0.6611076736491215,0.2865,1.0142499999999999,0.1607,-1.1736,0.7327
5170,-210000.0,4.5,-555000.0,0.10839124066730968,275836.0,899818.1818181818,14818.181818181818,0.005324361403279546,1.2541,-0.83215,-0.1994,1.0267,1.0825
5171,1080000.0,15.5,2960000.0,0.02628728597449909,360793.0,247000.0,12000.0,0.003400396712949844,2.3514,0.1068,0.8388,0.9959,0.8402
5172,-182000.0,3.5,2933000.0,0.06745943152454781,43511.333333333336,924333.3333333334,2859333.3333333335,0.41907274414968976,0.1458,0.3874,0.4299,0.0251,0.35914
5173,2289000.0,30.0,6662000.0,0.06982657169402291,441045.06678921566,362000.0,3939000.0,0.5607516549220585,1.0895,-0.0169,0.9484,0.4087,0.6456
5174,824571.4285714285,5.0,913285.7142857143,0.05067658876124724,127929.42857142857,139428.57142857142,5424285.714285715,0.8483707101654526,0.4402,1.0142499999999999,0.1636,-1.1736,0.6734
5176,2819470.8095297236,22.0,13879430.555555556,0.038260857223956855,441045.06678921566,2196000.0,0.0,0.0,0.7013,-0.0258,0.9038,1.0,0.5248
5179,-852275.7575757576,7.0,-2505350.0,0.11877174004427879,235451.77777777778,3030777.777777778,8748011.723602485,0.7007507296378732,0.1385,-0.83215,-0.6083,1.4091099999999988,1.4744000000000002
5180,-97319.67213114754,6.5,265950.81967213115,0.1627254639823844,84803.97540983607,60188.524590163935,1991770.4918032787,0.6846477644527569,0.1344,1.0142499999999999,0.0516,-1.1736,0.9003
5181,769750.0,29.5,3178625.0,0.012542863638323475,399996.625,3284331.8965517236,2065750.0,0.13365530542557227,2.3514,-0.0764,0.201,0.3351,0.9243
5182,945844.4444444445,16.0,3729666.6666666665,0.0800428322990232,441045.06678921566,2699477.777777778,2981333.3333333335,0.4042923276638425,1.7063,-0.0323,0.5055,0.2002,0.7906
5183,1844.7368421052631,29.0,770276.3157894737,0.13025688127754434,214049.07631578948,92797.36842105263,372489.4736842105,0.3739090030677276,1.753,-0.3084,0.7728,0.5074,0.8727
5184,2380357.1428571427,29.5,12215428.57142857,0.022725472567236078,146243.2857142857,41642.857142857145,6292571.428571428,0.5133829451220578,0.5788,-0.0331,0.9958,0.4849,0.6301
5185,402111.1111111111,26.0,5406555.555555556,0.02219629191511962,102159.66666666667,304666.6666666667,3268555.5555555555,0.48861390249979236,0.7523,-0.0065,0.8082,0.3954,0.9126
5186,1469187.5,6.0,13879430.555555556,0.012868330839341587,59121.9375,19000.0,8748011.723602485,0.7396534289075237,0.1014,0.7607,0.5663,-0.3062,0.5657
5188,-28333.333333333332,12.5,78666.66666666667,0.1517436823104693,42033.0,2666.6666666666665,0.0,0.0,2.3514,-0.83215,0.9672,1.0,1.1023
5189,1246600.0,21.0,3026600.0,0.040715022741158104,119954.6,163200.0,1946200.0,0.6101322966957176,1.0063,-0.2643,0.9488,0.357,0.5174
5190,2819470.8095297236,3.5,13879430.555555556,0.1298721833777327,441045.06678921566,0.0,0.0,0.0,2.3514,-0.83215,0.9958,1.0,0.5343
5191,17500.0,11.0,303500.0,0.0889486643437863,382924.0,911500.0,0.0,0.0,2.3514,-0.83215,0.2498,1.0,0.9959
5192,-852275.7575757576,5.5,13879430.555555556,0.2082711557218187,187150.0,69000.0,8748011.723602485,0.8483707101654526,0.042170000000000006,-0.053,0.9958,0.0984,1.4744000000000002
5193,-168818.18181818182,19.0,-343272.7272727273,0.06723669642857143,136918.36363636365,708000.0,3005272.727272727,0.6533072468923539,0.4415,-0.83215,-0.0746,1.4091099999999988,0.67
5194,708650.7936507936,30.0,1178285.7142857143,0.08250203163489185,165335.38095238095,379650.79365079367,524714.2857142857,0.3124332498464156,1.4278,0.1029,0.7016,0.5547,0.5709
5195,17000.0,29.5,9978000.0,0.2082711557218187,47821.0,8000.0,5314000.0,0.4387022207545612,0.042170000000000006,0.2123,0.8237,0.4674,0.4839
5197,-6000.0,28.0,-254000.0,0.2082711557218187,46326.0,374000.0,0.0,0.0,1.1471,0.4409,-0.6814250000000001,1.0,1.0385
5198,-139000.0,22.5,293333.3333333333,0.03762659846547314,28096.7,316333.3333333333,436333.3333333333,0.5483870967741935,0.1814,0.6341,0.3687,-0.4875,1.4744000000000002
5199,9250.0,23.0,-349250.0,0.13074335260115608,28273.25,353500.0,0.0,0.0,2.3514,0.005,-0.6814250000000001,1.0,0.9572
5200,2819470.8095297236,17.5,13879430.555555556,0.2082711557218187,441045.06678921566,3284331.8965517236,0.0,0.0,1.1127,-0.0498,0.7906,1.0,0.6378
5201,205590.36144578314,24.5,59686.74698795181,0.013611063753183423,123889.5421686747,3284331.8965517236,1119060.2409638555,0.1403127185087106,1.1765,1.0142499999999999,0.0074,-1.1736,0.9774
5204,1656600.0,16.5,5604000.0,0.02481632814040623,125843.6,32600.0,0.0,0.0,0.8273,-0.0036,0.9192,1.0,0.6583
5206,51000.0,9.5,4950000.0,0.13624117647058823,28096.7,111000.0,6034000.0,0.8483707101654526,0.042170000000000006,-0.0024,0.7858,-0.219,0.7
5207,994250.0,30.0,2058500.0,0.0184712266342882,308058.5,1673000.0,1150250.0,0.3109339407744875,2.3514,-0.349,0.5517,0.4364,0.9404
5208,-852275.7575757576,3.5,7570000.0,0.2082711557218187,224471.0,3284331.8965517236,8748011.723602485,0.8483707101654526,0.042170000000000006,0.0173,0.2002,-1.1736,1.4744000000000002
5209,1761307.6923076923,20.0,7899461.538461538,0.07192376060483638,383453.23076923075,97153.84615384616,6058923.076923077,0.6725526192204244,0.637,0.1249,0.8769,0.233,0.6696
5210,155500.0,9.0,1329000.0,0.08754256000932184,375645.125,1041000.0,527375.0,0.22226319671267517,2.2379,-0.1353,0.5601,0.6032,0.9638
5213,195615.38461538462,19.5,1237307.6923076923,0.0624166269165247,140917.53846153847,1769.2307692307693,118692.30769230769,0.26412384296201724,1.7089,0.0177,0.8557,0.6913,0.9055
5214,116500.0,5.0,3479500.0,0.0325777727682597,144515.0,1081500.0,671000.0,0.14711686033764526,1.058,-0.1355,0.7629,0.8072,0.9737
5216,-23800.0,15.0,-96300.0,0.01990294117647059,28096.7,97700.0,0.0,0.0,0.5543,-0.83215,-0.385,1.0,1.175
5217,553000.0,15.5,485000.0,0.09185492957746479,108695.0,3666.6666666666665,0.0,0.0,2.3514,-0.2296,0.9925,1.0,0.5327
5218,592000.0,10.5,494000.0,0.07993904625313733,222950.0,0.0,69000.0,0.1396761133603239,2.3514,-0.83215,0.9958,0.8603,0.7877
5221,2084888.888888889,30.0,6204333.333333333,0.028134872178674126,158724.44444444444,19111.11111111111,4334444.444444444,0.6846261846261846,1.0496,-0.041,0.98,0.3014,0.6304
5222,547000.0,5.5,1128000.0,0.07541466666666667,56561.0,0.0,0.0,0.4521276595744681,0.8681,-0.5479,0.9958,0.5479,0.35914
5223,1240500.0,20.0,8009250.0,0.01838255455272478,80451.25,0.0,6770250.0,0.6588730475402657,0.5114,0.2828,0.7795,0.1547,0.7166
5224,592333.3333333334,3.5,1081000.0,0.055893578238923165,132877.66666666666,45666.666666666664,0.0,0.0,2.3514,-0.0426,0.951,1.0,0.7508
5226,35333.333333333336,29.5,1859333.3333333333,0.19256153219233904,78757.66666666667,24666.666666666668,1428666.6666666667,0.754444640028164,0.2167,-0.017,0.9819,0.2316,0.379
5227,2819470.8095297236,26.0,4710035.398230089,0.16107897326747608,441045.06678921566,613115.0442477876,1840862.831858407,0.34056354259382404,1.7452,0.0175,0.8437,0.5963,0.3803
5228,956343.75,26.0,1115093.75,0.2082711557218187,441045.06678921566,256125.0,60250.0,0.043939014106976,2.3514,-0.6774,0.8132,0.946,0.6935
5229,230222.22222222222,30.0,4876666.666666667,0.02880762309076646,69365.55555555556,25555.555555555555,2004000.0,0.4087941976427924,0.508,-0.1388,0.9948,0.5891,0.8979
5230,2684632.1839080458,9.5,5826781.609195402,0.033887207147746706,174685.4367816092,787873.5632183908,844241.3793103448,0.5318185407008876,0.8021,0.1952,0.7147,0.2559,0.4473
5231,98921.34831460674,30.0,2588213.4831460672,0.05211255485235123,202152.79775280898,2439662.9213483147,1210067.4157303371,0.28242437350058675,0.6331,0.2216,0.4613,0.3878,0.9578
5233,31833.333333333332,10.0,361583.3333333333,0.10041751891172365,257746.66666666666,569250.0,446250.0,0.43593292087267993,1.4958,0.2335,0.3532,-0.2342,0.8059
5234,2819470.8095297236,8.0,12379416.666666666,0.023021259921989563,161569.91666666666,3284331.8965517236,8748011.723602485,0.6278134660657694,0.3592,0.7569,0.4621,-0.3586,0.35914
5236,-113294.11764705883,30.0,1223988.2352941176,0.07242032756354075,62216.7294117647,79729.41176470589,634129.4117647059,0.4790901899437368,0.613,0.0118,0.9247,0.4544,1.1319
5240,26000.0,4.5,120000.0,0.02840223463687151,28096.7,85000.0,0.0,0.0,0.645,0.9083,0.3822,1.0,0.8547
5242,1814125.0,24.5,6757875.0,0.04340706108955795,158878.525,374075.0,1915375.0,0.26198178112732695,0.5866,-0.4071,0.9243,0.7166,0.4037
5243,-223000.0,6.0,246750.0,0.11409284447072739,96465.5,2303250.0,19000.0,0.006786926236828005,0.3335,1.001,0.0881,0.923,1.2637
5244,-55404.0404040404,11.0,1326555.5555555555,0.018698971735290976,60102.27272727273,2604000.0,2439595.9595959596,0.47391367306284904,0.6442,0.8471,0.257,-0.9134,0.9338
5245,1232850.0,17.0,4383600.0,0.04080387921724481,236142.25,188350.0,5009400.0,0.6659238720578813,0.7942,0.6542,0.4971,-0.3396,0.787
5246,-676600.0,19.0,11970400.0,0.2082711557218187,110439.75,665650.0,8047550.0,0.4832376571751114,0.042170000000000006,0.3286,0.7188,0.3277,1.2127
5247,598560.0,23.5,2939560.0,0.06669095813882299,139432.12,8040.0,1086120.0,0.35831353919239906,0.6725,0.0282,0.9698,0.6305,0.7137
5248,-852275.7575757576,19.0,13879430.555555556,0.2082711557218187,441045.06678921566,539333.3333333334,8748011.723602485,0.4232360865809795,0.1676,0.1407,0.8481,0.501,1.4744000000000002
5249,20666.666666666668,20.5,3915333.3333333335,0.1052355577689243,70437.66666666667,348000.0,511000.0,0.45922330097087377,0.1515,-0.0354,0.8772,0.4765,0.9691
5250,1686250.0,12.0,2788750.0,0.05174829182279039,176086.5,213500.0,469250.0,0.15629944208510285,1.5508,-0.6097,0.9289,0.8317,0.5044
5252,952486.4864864865,16.5,3782837.8378378376,0.031158852061438966,112505.35135135135,1124513.5135135136,2909432.4324324327,0.34898512949689264,0.5283,0.4727,0.4537,0.2309,0.652
5253,1378629.6296296297,14.5,4569777.777777778,0.0864122476377343,441045.06678921566,600851.8518518518,3727296.296296296,0.45582933236706225,0.7619,0.6356,0.5589,0.1844,0.6758
5254,195450.0,18.0,1709950.0,0.039516290799466634,68161.65,217500.0,1633150.0,0.642865575318747,0.8028,0.0578,0.6729,0.0446,0.8867
5255,-78312.5,18.0,8464437.5,0.04265299184476403,104684.4375,176015.625,6654671.875,0.5952357811812412,0.2331,0.3082,0.7313,0.186,0.9545
5256,1430181.8181818181,19.0,2886636.3636363638,0.04671194476546063,286616.0,192090.9090909091,2092545.4545454546,0.31031600517687663,1.13,1.0142499999999999,0.4281,0.2751,0.4036
5257,673812.5,18.0,6050500.0,0.05919110532192036,159046.5,725750.0,2853187.5,0.5153536830561141,0.4199,-0.0036,0.8847,0.4175,0.6648
5260,-87335.6401384083,17.0,1989792.3875432527,0.10467504159463253,133664.59515570934,605508.6505190311,542124.5674740485,0.5608128555088809,0.4887,-0.0174,0.7374,0.2394,0.9809
5261,1157666.6666666667,17.0,3243333.3333333335,0.07505995036451063,161303.83333333334,358000.0,2969166.6666666665,0.5540006841434213,0.4316,0.4337,0.6052,0.0845,0.4613
