,Прибыль в расчете на 1 работника,"Возраст компании, лет",Чистые активы на 1 работника,Налоговая нагрузка,Налоги на 1 работника,Кредиторская задолженность на 1 работника,Фондовооруженность,Доля внеоборотных активов в общих,"2021, Коэффициент оборачиваемости совокупных активов, %","2021, Соотношение чистого долга к капиталу, %","2021, Коэффициент концентрации собственного капитала (автономии), %","2021, Коэффициент маневренности собственных средств, %","2021, Доля себестоимости как процент от выручки, %"
7393,923000.0,13.0,3537000.0,0.04921504772599663,87652.0,0.0,3536000.0,0.8483707101654526,0.5791,-0.0003,0.9958,0.0003,0.4818
7395,-27882.352941176472,28.5,1120549.0196078431,0.13188719519548492,107219.11764705883,60980.39215686275,728352.9411764706,0.5010115723881201,0.5948,-0.0403,0.7708,0.35,1.0343
7397,-852275.7575757576,20.0,1035142.8571428572,0.08363585397653195,45820.5,3284331.8965517236,843857.1428571428,0.1387710993386818,0.1261,-0.0014,0.1702,0.1848,1.4744000000000002
7398,73000.0,23.5,414250.0,0.05209419458467187,113513.25,1538500.0,65500.0,0.030076914246355183,1.3744,0.4665,0.1902,0.8419,0.9665
7399,196750.0,11.0,9349750.0,0.03448290598290598,66569.25,24000.0,4401500.0,0.4095656826482425,0.1765,0.1443,0.87,0.5292,0.8981
7400,145800.0,12.5,5093133.333333333,0.07603521887375844,239353.8,0.0,2875933.3333333335,0.5646687697160884,0.6941,-0.2309,0.9958,0.4353,0.9537
7401,2819470.8095297236,28.5,11564266.666666666,0.022818010113934077,187256.0,1347666.6666666667,7065900.0,0.4844411212574374,0.641,0.0526,0.7885,0.3856,0.4943
7403,1945857.142857143,3.5,7004714.285714285,0.009425363974742031,75399.28571428571,141000.0,7908000.0,0.8184519849190508,1.4284,0.0171,0.725,-0.129,0.7825
7406,-378250.0,13.0,-734250.0,0.2082711557218187,93405.0,45750.0,250.0,0.003937007874015748,2.3514,-0.83215,-0.6814250000000001,1.0003,1.4744000000000002
7407,17666.666666666668,30.0,285333.3333333333,0.2082711557218187,135128.66666666666,111333.33333333333,0.0,0.0,1.0903,0.0607,0.6832,1.0,0.6237
7409,288983.0508474576,12.0,622016.9491525424,0.09683155193940973,119616.50847457627,179118.64406779662,426169.4915254237,0.47836840302880407,1.7226,-0.239,0.6982,0.3149,0.7661
7410,560000.0,28.5,3586000.0,0.03436335160532498,87764.0,0.0,384000.0,0.10708310094813163,0.7724,-0.3383,0.9958,0.8929,0.7807
7411,-135166.66666666666,5.0,1540296.2962962964,0.030634732756199087,111076.43518518518,172564.8148148148,1966740.7407407407,0.6660825679445785,1.2081,0.7668,0.5215,-0.2773,0.9617
7412,-28539.68253968254,30.0,1359063.492063492,0.0843889627037446,71579.25396825396,50507.93650793651,573365.0793650794,0.4067655372003198,0.5968,-0.0111,0.9642,0.5781,1.0336
7413,281558.82352941175,21.0,2286058.8235294116,0.08730025317580173,144520.4338235294,99669.11764705883,1466455.8823529412,0.5294935989677638,0.6327,0.1626,0.8254,0.3585,0.8299
7416,91000.0,29.5,1176666.6666666667,0.1020551724137931,59192.0,94666.66666666667,142666.66666666666,0.1037827352085354,0.4257,-0.0074,0.856,0.8788,0.7914
7417,429785.71428571426,21.0,3120666.6666666665,0.07760353613341568,119657.26190476191,141880.95238095237,2746880.9523809524,0.6274521534353262,0.3941,0.3415,0.7128,0.1198,0.7213
7418,1383317.0731707318,4.0,2674658.536585366,0.06337794888280382,399112.5853658537,1887402.4390243902,577097.5609756098,0.12608894880142368,1.3615,-0.0337,0.5843,0.7842,0.6536
7420,-38500.0,15.5,2464000.0,0.181151051625239,189484.0,0.0,97000.0,0.03889334402566159,0.5606,0.0069,0.988,0.9606,1.0368
7422,1935937.5,22.5,6252187.5,0.022899089715662374,99208.875,50875.0,3819687.5,0.3966523231890548,0.5108,0.532,0.6493,0.3891,0.5532
7423,400000.0,26.0,1112500.0,0.009425363974742031,28096.7,14000.0,663000.0,0.5885486018641811,2.2075,-0.324,0.9876,0.404,0.8544
7424,568750.0,3.5,938000.0,0.2082711557218187,441045.06678921566,43500.0,0.0,0.0,2.3514,-0.0965,0.9557,1.0,0.7795
7425,123333.33333333333,7.5,1495133.3333333333,0.03434569838307431,138635.26666666666,662600.0,1714533.3333333333,0.7945992708397701,2.1686,-0.0693,0.6929,-0.1467,0.6054
7426,2819470.8095297236,26.0,13879430.555555556,0.031505251043015395,437986.0,3284331.8965517236,380000.0,0.017781105236067567,0.7092,-0.0013,0.8224,0.9784,0.542
7427,2819470.8095297236,7.5,13879430.555555556,0.06238776142525174,441045.06678921566,76000.0,8748011.723602485,0.7527446026642168,0.1548,-0.0272,0.9958,-0.0192,0.3808
7429,-520000.0,14.0,2749500.0,0.16153768844221106,144657.0,26500.0,282000.0,0.10158501440922191,0.2859,-0.044,0.9905,0.8974,1.4744000000000002
7431,51500.0,7.0,3132750.0,0.025033938571186153,36881.25,1564750.0,3506000.0,0.578428541967416,0.2711,-0.0016,0.5168,-0.1191,0.965
7432,48500.0,30.0,2187750.0,0.009425363974742031,28096.7,0.0,850000.0,0.388527025482802,0.7437,-0.0058,0.9958,0.6115,0.9699
7433,818000.0,4.0,4949545.454545454,0.020133203716682115,80959.27272727272,12090.90909090909,1919636.3636363635,0.38689581882809926,0.7747,-0.0049,0.9958,0.6122,0.7182
7435,-852275.7575757576,7.5,5432000.0,0.06505106638630219,108277.5,14000.0,5399500.0,0.8483707101654526,0.249,0.0177,0.9794,0.006,1.4744000000000002
7437,2819470.8095297236,21.5,12115250.0,0.009425363974742031,79509.5,5750.0,0.0,0.6840400957016748,1.005,-0.0086,0.9958,0.3156,0.5816
7438,1118823.5294117648,6.5,6872705.882352941,0.02421408013716805,69780.70588235294,135705.88235294117,7623705.882352941,0.7772293853073463,0.33,0.3946,0.7007,-0.1093,0.6118
7439,443555.55555555556,20.5,1102814.8148148148,0.08851137419554668,95254.62962962964,112814.81481481482,2264074.074074074,0.41643675107123634,0.2047,1.0142499999999999,0.2028,-1.053,0.5878
7440,1022500.0,30.0,5153685.185185186,0.026387090474277862,132610.27777777778,2871277.777777778,7353314.814814814,0.4704894723746105,0.3249,1.0142499999999999,0.3297,-0.4268,0.7965
7441,101486.37316561845,30.0,2716031.4465408805,0.12124871416204104,209644.36477987422,90932.91404612159,1778417.1907756813,0.5733282198310554,0.5777,0.0297,0.8596,0.333,0.8029
7442,2819470.8095297236,10.0,5073666.666666667,0.03658367450838972,287431.8333333333,2083333.3333333333,2517166.6666666665,0.35673936194841877,1.5254,-0.4079,0.7048,0.4938,0.35914
7444,-129500.0,16.5,177250.0,0.03634508721295018,72408.5,0.0,5000.0,0.028208744710860368,2.3514,-0.83215,0.9958,0.9718,1.065
7445,-161903.2258064516,29.5,570322.5806451613,0.14610564835835055,139097.29032258064,255806.4516129032,373967.7419354839,0.32048765653940786,0.7853,0.5395,0.4888,0.3443,1.1701
7449,1570957.4468085107,8.5,9727297.872340426,0.024627149358709143,63323.21276595745,1328468.085106383,8748011.723602485,0.7712295191409007,0.0952,1.0142499999999999,0.3633,-1.1736,0.35914
7450,38000.0,12.5,-38000.0,0.06432520325203252,28096.7,68000.0,0.0,0.0,1.0082,0.2368,-0.6814250000000001,1.0,0.6911
7453,-321800.0,5.0,-2505350.0,0.15785256837891928,47324.2,185600.0,0.0,0.0,0.2115,-0.83215,-0.6814250000000001,1.0,1.4744000000000002
7454,466146.34146341466,26.5,5700207.317073171,0.09938553118956304,184875.26829268291,15426.829268292682,1568280.487804878,0.5418514045770907,0.3307,-0.1283,0.9958,0.3725,0.7494
7456,-97000.0,11.0,-1820400.0,0.2082711557218187,28096.7,105800.0,0.0,0.0,2.3514,-0.83215,-0.6814250000000001,1.0,1.4744000000000002
7460,2819470.8095297236,5.5,8756750.0,0.014074428622711499,132322.5,147500.0,8748011.723602485,0.49980204621699903,0.7309,0.9167,0.4866,-0.0272,0.35914
7461,85000.0,26.5,981000.0,0.10832761620681083,217901.0,272500.0,500.0,0.0003990422984836393,1.6707,-0.0877,0.7829,0.9995,0.9577
7462,-748000.0,5.5,13879430.555555556,0.2082711557218187,28096.7,901000.0,6615000.0,0.32902263118627206,0.042170000000000006,-0.0002,0.9552,0.6555,1.4744000000000002
7465,-744900.0,15.0,4055333.3333333335,0.08113577861749581,95191.2,92100.0,3738666.6666666665,0.7647307487761308,0.2373,0.1163,0.8295,0.0781,1.4744000000000002
7466,1195400.0,7.0,2715000.0,0.020712774797914935,54835.0,213600.0,194200.0,0.06025442134657152,1.0298,-0.448,0.8424,0.9285,0.5485
7467,2819470.8095297236,29.0,13879430.555555556,0.014584109129326953,156448.6,290800.0,6207333.333333333,0.28669961356673285,0.5365,0.0676,0.9175,0.6875,0.7256
7468,2819470.8095297236,12.5,13879430.555555556,0.009425363974742031,158737.0,3284331.8965517236,8748011.723602485,0.22784698877243864,1.2805,-0.5442,0.8256,0.724,0.4184
7469,-273842.1052631579,3.5,-217263.15789473685,0.06990432340766944,100884.81578947368,1119973.6842105263,745868.4210526316,0.5535466930053842,0.8739,-0.83215,-0.0994,1.4091099999999988,1.1897
7471,41583.333333333336,17.0,521416.6666666667,0.2082711557218187,257060.91666666666,234000.0,459000.0,0.41040160941807613,1.0794,0.2508,0.4662,0.1197,0.35914
7472,1005333.3333333334,30.0,3997333.3333333335,0.06915085629188385,154782.66666666666,67666.66666666667,1173000.0,0.28172284044512047,0.6003,-0.1039,0.9601,0.7066,0.5509
7474,-74000.0,29.0,320000.0,0.17003018372703413,43187.666666666664,79000.0,206666.66666666666,0.4509090909090909,0.5506,-0.0063,0.6982,0.3542,1.2913
7475,-700000.0,7.5,3160200.0,0.0405530582578553,72533.2,1859000.0,1493100.0,0.21006499901516643,0.2371,0.6584,0.4446,0.5275,1.3914
7476,1340857.142857143,13.0,1241285.7142857143,0.03454657687991022,158302.2857142857,79142.85714285714,306285.71428571426,0.17517771059727102,2.3514,0.3193,0.7099,0.7533,0.7074
7477,-531215.3846153846,30.0,4124261.5384615385,0.1018444434710237,178846.6769230769,223184.61538461538,2662353.846153846,0.6524522517467204,0.3857,-0.0175,0.9172,0.2887,1.006
7478,2819470.8095297236,26.0,9174000.0,0.059265997045790254,441045.06678921566,110000.0,608500.0,0.06554286945282206,1.3115,-0.1894,0.9882,0.9337,0.35914
7479,-730285.7142857143,9.0,-1390000.0,0.2082711557218187,104788.28571428571,2249285.714285714,3271857.1428571427,0.4950822507079397,0.042170000000000006,-0.83215,-0.2103,1.4091099999999988,1.4744000000000002
7480,147000.0,14.5,755545.4545454546,0.1070362944816916,150940.63636363635,296636.36363636365,434454.54545454547,0.6030203349282297,1.5857,-0.0136,0.6213,0.0295,0.6764
7482,-387000.0,6.5,-2025000.0,0.2082711557218187,117896.0,33000.0,0.0,0.0,2.3514,-0.83215,-0.6814250000000001,1.0,1.4744000000000002
7485,336833.3333333333,8.5,11290944.444444444,0.010421707716258832,72520.61111111111,341388.8888888889,8748011.723602485,0.5768303313110141,0.37,0.6521,0.5047,-0.1429,0.946
7486,2819470.8095297236,13.5,12492400.0,0.018154944722604927,180091.0,281133.3333333333,8516466.666666666,0.5597758214985254,0.8038,0.1148,0.8211,0.3183,0.4416
7489,2819470.8095297236,5.5,13160257.142857144,0.014962823975530792,119503.8,3284331.8965517236,8748011.723602485,0.47048580574805643,0.3497,0.3511,0.4501,-0.0453,0.5798
7490,2819470.8095297236,8.5,12240375.0,0.08471784210799854,441045.06678921566,20750.0,3561531.25,0.22263092403290363,0.588,0.2978,0.7651,0.709,0.4846
7492,961418.6046511628,16.5,5463651.162790698,0.03304124665765792,133628.7906976744,748651.1627906977,3199418.604651163,0.461648259890032,0.6124,-0.1709,0.7403,0.3764,0.7056
7493,-354200.0,12.5,-2505350.0,0.2082711557218187,251043.0,1168200.0,825800.0,0.8473219782474861,0.6768,-0.83215,-0.6814250000000001,1.1931,1.4744000000000002
7494,140800.0,3.5,-196000.0,0.027102919088356298,83005.4,48400.0,5782400.0,0.6192067163539793,0.3937,-0.83215,-0.021,1.4091099999999988,0.6287
7495,-64500.0,16.0,300500.0,0.1962134831460674,69852.0,0.0,0.0,0.0,1.0533,-0.83215,0.9958,1.0,1.1812
7496,2819470.8095297236,18.0,13879430.555555556,0.009425363974742031,141412.41176470587,232941.17647058822,8748011.723602485,0.6290468516236909,0.5258,0.0507,0.9482,0.2999,0.5643
7497,51250.0,24.0,171250.0,0.07154931605471562,49691.0,0.0,107500.0,0.45989304812834225,2.3514,0.0803,0.7326,0.3723,0.9262
7498,-356597.82608695654,30.0,4975597.826086956,0.05347108763267134,96049.18478260869,28847.82608695652,2011239.1304347827,0.4118439986823627,0.3588,-0.1012,0.992,0.4833,1.0597
7499,-807750.0,6.0,2089250.0,0.03253961653961654,105648.0,3032000.0,4672500.0,0.6300141576215196,0.3963,1.0142499999999999,0.2817,-1.1736,1.2488
7501,-86000.0,29.5,-1948000.0,0.10592056812204104,201355.0,273000.0,794000.0,0.49563046192259674,1.2047,-0.83215,-0.6814250000000001,1.4076,1.0452
7502,615000.0,6.0,573000.0,0.009425363974742031,441045.06678921566,3284331.8965517236,0.0,0.0,1.801,-0.83215,0.0039,1.0,0.9959
7503,2330076.923076923,16.0,5383446.153846154,0.020005762410210775,120016.41538461538,26107.69230769231,2192461.5384615385,0.3744668148718392,1.2598,-0.0088,0.9163,0.5861,0.5877
7505,2770098.0392156863,26.0,2915705.882352941,0.16306541546752998,441045.06678921566,256529.41176470587,1967352.9411764706,0.45683233772856413,1.9382,0.149,0.677,0.3253,0.6724
7506,500.0,15.0,-55000.0,0.2082711557218187,28096.7,3500.0,0.0,0.0,2.3514,-0.83215,-0.6814250000000001,1.0,0.9872
7507,1005000.0,29.5,10818000.0,0.020940035273368608,47492.0,117000.0,600000.0,0.05486968449931413,0.1919,-0.2041,0.9893,0.9445,0.5569
7508,2325928.5714285714,5.5,3467071.4285714286,0.01297481603056516,68889.78571428571,3284331.8965517236,1752214.2857142857,0.16940830363802106,0.675,0.2606,0.3352,0.4946,0.4842
7510,40500.0,15.0,2795250.0,0.2082711557218187,237742.25,3284331.8965517236,3325000.0,0.34496174296459603,0.1223,0.6409,0.29,-0.1895,0.9585
7511,1054200.0,21.5,2135858.8235294116,0.044753187860626736,132128.2588235294,68376.4705882353,884305.8823529412,0.28994024843081445,0.95,0.3317,0.6844,0.5764,0.6429
7512,1902800.0,26.5,8186300.0,0.02425498489425982,156553.8,13500.0,5518500.0,0.6510470123282015,0.7891,0.0324,0.9658,0.3259,0.7052
7513,160600.0,16.0,299800.0,0.12481296822526479,96630.2,3200.0,83400.0,0.27524752475247527,2.1559,-0.0727,0.9894,0.7218,0.7926
7514,-852275.7575757576,17.0,-2505350.0,0.2082711557218187,441045.06678921566,3284331.8965517236,304500.0,0.006558877364246492,0.042170000000000006,-0.83215,-0.3132,1.0209,1.4744000000000002
7515,38000.0,14.0,23000.0,0.0768391959798995,45873.0,0.0,0.0,0.0,2.3514,-0.0435,0.9958,1.0,0.9363
7516,518750.0,15.5,3603541.6666666665,0.05638222509040876,192937.625,1187958.3333333333,2308208.3333333335,0.2608587142830235,0.3647,0.9511,0.4073,0.3595,0.805
7517,-209360.0,11.5,1538480.0,0.056560456931864074,98036.24,142760.0,924060.0,0.39192284201954397,0.8446,0.3659,0.6525,0.3983,1.114
7518,-7000.0,29.5,-2505350.0,0.07147678795483062,56967.0,35000.0,941000.0,0.7927548441449032,0.6669,-0.83215,-0.6814250000000001,1.0412,1.0088
7519,1019352.9411764706,18.0,4219000.0,0.0949429424593189,277428.862745098,774490.1960784313,1764392.156862745,0.35333846419652254,0.6475,-0.0013,0.8449,0.5818,0.5967
7520,2076.923076923077,22.5,4019153.846153846,0.039561929371231694,88329.61538461539,155076.92307692306,1471538.4615384615,0.3312444973846393,0.5069,0.0388,0.902,0.6328,0.9991
7521,2083.3333333333335,30.0,1351750.0,0.0607192901055562,43621.75,0.0,497250.0,0.3517863459497701,0.4808,0.0409,0.9563,0.6321,0.9971
7522,467520.8333333333,16.5,2570458.3333333335,0.033880965640814546,58302.083333333336,137458.33333333334,1595687.5,0.5663947821842948,0.6397,-0.0079,0.9124,0.3792,0.7249
7523,1938371.4285714286,3.5,4943457.142857143,0.08714548714304174,385382.2428571429,510671.4285714286,2841528.5714285714,0.6012195217777359,0.9401,-0.0325,0.9064,0.3136,0.4944
7524,358200.0,3.5,273000.0,0.03963315007836016,441045.06678921566,859200.0,258000.0,0.09433962264150944,2.3514,1.0142499999999999,0.0998,0.0549,0.9536
7525,1004714.2857142857,6.0,13879430.555555556,0.0833343314102096,441045.06678921566,3284331.8965517236,527428.5714285715,0.01663059379090279,0.2633,-0.0004,0.5001,0.9667,0.8716
7526,-65142.857142857145,28.5,4832000.0,0.08202780815497579,300034.28571428574,163571.42857142858,8645000.0,0.8184006599678131,0.3519,-0.0014,0.4574,-0.7891,0.6965
7529,859615.3846153846,6.0,6987846.153846154,0.013384410417933952,91961.53846153847,2674410.2564102565,8748011.723602485,0.6540195754018705,0.3942,1.0142499999999999,0.2373,-1.1736,0.8215
7530,-388600.0,8.0,-682900.0,0.2082711557218187,441045.06678921566,820100.0,0.0,0.03382949932341001,0.3489,0.0009,-0.6814250000000001,1.0073,1.4744000000000002
7531,28200.0,17.0,100000.0,0.20318384879725085,82777.1,186700.0,0.0,0.0,1.2194,-0.83215,0.2742,1.0,0.9308
7533,309272.7272727273,28.5,5393454.545454546,0.06955244055068836,75780.54545454546,83181.81818181818,2830545.4545454546,0.6733138927629156,0.0729,-0.0037,0.3582,-0.8798,0.6755
7534,-431000.0,29.5,10854000.0,0.101928,305784.0,229000.0,8748011.723602485,0.8483707101654526,0.2378,0.0268,0.954,0.0913,1.1437
7535,322300.0,10.5,366000.0,0.029677334854890162,114426.9,300.0,5100.0,0.013923013923013924,2.3514,-0.1098,0.9958,0.9861,0.9164
7536,2819470.8095297236,17.5,13879430.555555556,0.042410311039972316,441045.06678921566,3284331.8965517236,8748011.723602485,0.20952841566519534,0.5891,-0.0041,0.7472,0.6449,0.4865
7538,57947.36842105263,8.0,1551947.3684210526,0.05039585781433607,36115.26315789474,153157.8947368421,911000.0,0.4648708169952194,0.3693,-0.0025,0.7919,0.413,0.9191
7539,-852275.7575757576,7.0,-2505350.0,0.0689089861751152,119626.0,249000.0,8748011.723602485,0.6168448548171547,0.0952,-0.83215,-0.373,1.4091099999999988,0.3594
7540,-325000.0,29.5,-2505350.0,0.2082711557218187,441045.06678921566,3284331.8965517236,0.0,0.0,0.4545,0.3512,-0.6814250000000001,1.0,1.2602
7541,2205391.304347826,28.0,2746768.115942029,0.07083298679818262,306605.2028985507,850478.2608695652,2230217.3913043477,0.4916563629218545,1.1956,0.3083,0.6055,0.1881,0.4905
7542,314789.4736842105,29.5,1641789.4736842106,0.07420287899235267,86817.36842105263,23736.842105263157,1269157.894736842,0.6713251670378619,0.6905,0.0908,0.8684,0.227,0.7309
7543,160000.0,25.0,13879430.555555556,0.2082711557218187,441045.06678921566,3284331.8965517236,8748011.723602485,0.6035646423439192,0.0664,0.5757,0.6067,0.0052,0.5499
7544,234400.0,13.0,2671000.0,0.03552441739646727,95731.2,125200.0,168000.0,0.05607102329617516,0.9502,0.0665,0.8915,0.9371,0.8699
7545,-67857.14285714286,28.5,762000.0,0.15259927797833936,60385.71428571428,5857.142857142857,121285.71428571429,0.15795348837209303,0.4519,-0.0388,0.9924,0.8408,1.1715
7546,-343250.0,7.0,-1239500.0,0.0763304721030043,168957.5,3284331.8965517236,2248250.0,0.3693915181315304,0.5142,-0.7695,-0.2032,1.4091099999999988,0.3797
7549,2819470.8095297236,30.0,11787537.190082645,0.04364416709903174,304497.0578512397,212884.29752066114,3950454.5454545454,0.33056720152095964,0.7053,-0.0727,0.9814,0.6632,0.3681
7550,-50000.0,24.0,-210000.0,0.2082711557218187,46295.0,252000.0,0.0,0.0,0.2281,-0.83215,-0.2675,1.0,0.7813
7551,-264418.6046511628,17.5,360178.2945736434,0.0973194173430625,138023.82945736434,661558.1395348837,220883.72093023255,0.10729778581111613,0.745,1.0142499999999999,0.175,0.3867,1.1587
7552,870588.2352941176,18.5,6045882.352941177,0.031423124642107274,116206.41176470589,1885058.8235294118,3928882.3529411764,0.48696038903754035,0.5208,-0.0004,0.7493,0.3502,0.7646
7553,349922.2797927461,29.5,10803663.212435232,0.03125767342745998,440354.37823834195,3284331.8965517236,8748011.723602485,0.770918193451671,0.6464,0.5716,0.4984,-0.5478,0.9375
7555,27222.222222222223,14.5,148555.55555555556,0.15669111969111968,90184.44444444444,5777.777777777777,54111.11111111111,0.3506119510439165,2.3514,-0.0007,0.9626,0.6358,0.9527
7556,459113.30049261084,30.0,1916118.2266009853,0.055681337030127495,79836.33990147783,276438.4236453202,1023133.0049261084,0.42321778799806803,0.6101,0.0529,0.7606,0.4132,0.5942
7557,829333.3333333334,11.5,3512000.0,0.2082711557218187,263583.0,1361333.3333333333,8748011.723602485,0.7967666152327731,0.0496,1.0142499999999999,0.1465,-1.1736,0.35914
7558,250.0,30.0,487250.0,0.16450618811881187,33230.25,0.0,441250.0,0.7228675738466644,0.2386,0.5449,0.6469,-0.1175,0.9988
7559,245685.7142857143,29.5,983371.4285714285,0.09147262144294338,72739.02857142857,96942.85714285714,481857.14285714284,0.3903935185185185,0.601,-0.0272,0.7967,0.51,0.691
7560,55800.0,11.5,-233000.0,0.09679915878023133,36822.4,376000.0,0.0,0.0,2.3514,0.4017,-0.6814250000000001,1.0,0.8533
7561,-234000.0,26.0,875000.0,0.08220786516853933,29266.0,113000.0,1267000.0,0.8275636838667537,0.2179,0.4606,0.5715,-0.448,1.4744000000000002
7563,596250.0,18.5,692750.0,0.018450995772867913,105848.75,68500.0,0.0,0.0,2.3514,-0.83215,0.91,1.0,0.8961
7564,188500.0,29.5,7555000.0,0.016797312080012502,53743.0,54500.0,4750500.0,0.5885887746252013,0.3995,-0.0426,0.9361,0.3712,0.9411
7565,1370150.0,9.5,1690800.0,0.04627407021267819,441045.06678921566,1983800.0,1957250.0,0.21684593654932638,1.5035,1.0142499999999999,0.1837,-0.1804,0.8301
7566,585666.6666666666,26.5,830666.6666666666,0.009425363974742031,28096.7,0.0,388000.0,0.1644532353772252,1.2337,1.0142499999999999,0.3521,0.5329,0.7069
7568,98000.0,30.0,521714.28571428574,0.04632730639363904,60761.57142857143,9428.57142857143,62857.142857142855,0.11834319526627218,2.3514,-0.83215,0.9822,0.8795,0.9253
7569,38315.78947368421,25.5,788957.8947368421,0.09925329385335863,406476.7157894737,3284331.8965517236,4246894.736842105,0.22716874983414273,0.2212,1.0142499999999999,0.0398,-1.1736,0.8471
7570,1793384.6153846155,20.5,10811307.692307692,0.01955020962478747,142405.23076923078,47461.53846153846,5970615.384615385,0.647403020600153,0.7259,-0.0989,0.9956,0.3498,0.7538
7571,800690.9090909091,30.0,4857018.181818182,0.04788841558312717,140423.63636363635,105781.81818181818,1566709.0909090908,0.31569055591784695,0.6379,-0.077,0.9787,0.6774,0.7269
7572,1916000.0,24.5,9122000.0,0.016318655605190385,76714.0,30500.0,5160000.0,0.39610364902400974,0.3934,0.4333,0.6942,0.4294,0.5924
7573,577093.023255814,14.0,2382930.2325581396,0.034796723617258926,97807.11627906977,103488.37209302325,2188069.7674418604,0.5331476638746672,0.5044,1.0142499999999999,0.3055,-1.0925,0.7947
7574,1909324.3243243243,13.5,5171162.162162162,0.0384481498532543,180571.2162162162,592540.5405405406,3768108.108108108,0.3566267032621291,0.5062,0.923,0.4894,0.2713,0.5871
7575,320200.0,17.0,-2505350.0,0.1198915135608049,441045.06678921566,2602100.0,8748011.723602485,0.6044067038024906,0.2532,0.0137,-0.3977,1.4091099999999988,0.7942
7576,1588453.3333333333,22.0,4796773.333333333,0.06891954769428525,274516.6666666667,172813.33333333334,2527533.3333333335,0.3837293705680123,0.6704,0.3544,0.7174,0.4651,0.35914
7577,135602.27272727274,14.5,1293329.5454545454,0.05183858145810031,93219.31818181818,100795.45454545454,915090.9090909091,0.5864600326264274,1.2019,-0.0818,0.8289,0.2433,0.9246
7578,60500.0,11.0,13879430.555555556,0.024755388414907948,110260.5,339000.0,8748011.723602485,0.7677139660637703,0.2027,0.1258,0.8003,0.0407,0.9864
7580,694833.3333333334,16.5,2815166.6666666665,0.016379518277518483,80131.33333333333,67833.33333333333,4037666.6666666665,0.44463613838671195,0.547,1.0142499999999999,0.31,-0.4343,0.6068
7581,-166500.0,15.0,1228500.0,0.2082711557218187,55369.0,30500.0,0.0,0.0,0.1707,0.0317,0.9461,1.0,1.4744000000000002
7582,90000.0,14.0,252666.66666666666,0.09891047574408249,140683.66666666666,49000.0,139666.66666666666,0.46298342541436466,2.3514,-0.4591,0.8376,0.4472,0.9367
7583,899285.7142857143,15.5,7024285.714285715,0.02258353434714211,61524.0,577428.5714285715,2282285.714285714,0.295463372232805,0.3856,-0.0032,0.9094,0.6751,0.6699
7584,-107570.80610021786,16.5,1642880.174291939,0.07567046210974208,202093.8779956427,1950721.1328976036,1585071.8954248365,0.23591563288123094,0.4123,1.0142499999999999,0.2323,-0.0951,1.0403
7585,-461142.85714285716,17.0,5206428.571428572,0.026325864453665283,81572.57142857143,2344428.5714285714,4627285.714285715,0.564257167680278,0.2509,-0.2275,0.6333,-0.1313,1.1488
7586,2819470.8095297236,29.5,13879430.555555556,0.009425363974742031,130926.6559139785,3284331.8965517236,8748011.723602485,0.2353970261760624,0.5861,0.2881,0.7233,0.6745,0.4135
7588,632937.5,18.5,3363875.0,0.05223748974569319,155213.90625,91031.25,1564281.25,0.30382873860422205,0.6619,0.387,0.6534,0.535,0.787
7589,1142.857142857143,3.5,10642.857142857143,0.18175557880055787,37233.92857142857,0.0,0.0,0.0,2.3514,-0.6644,0.9958,1.0,0.9944
7591,2382090.909090909,23.5,7360727.2727272725,0.01609292104306899,84547.81818181818,481090.9090909091,5557272.7272727275,0.4364932023306295,0.4657,0.5643,0.5781,0.245,0.5466
7592,2819470.8095297236,12.0,13879430.555555556,0.04924438657837958,441045.06678921566,350250.0,1980000.0,0.12792350432872465,1.1746,-0.143,0.9774,0.8691,0.7913
7593,-53000.0,10.0,1021833.3333333334,0.04776301729986431,187740.5,1394666.6666666667,2195583.3333333335,0.7196274445536982,1.8631,0.612,0.3349,-1.1487,1.0135
7594,-232535.7142857143,9.0,1210607.142857143,0.0492053038245886,77101.19642857143,261071.42857142858,800089.2857142857,0.47095736629667,0.6377,-0.1479,0.7126,0.3391,1.1484
7595,-189000.0,4.0,2174666.6666666665,0.01033703081232493,246021.33333333334,823666.6666666666,0.0,0.0,2.3514,0.3001,0.475,1.0,1.0079
7596,421982.60869565216,3.5,877652.1739130435,0.1518310774603935,209425.22608695654,405078.26086956525,123400.0,0.0935150344973015,1.2017,-0.0463,0.6651,0.8594,0.6738
7598,141250.0,12.0,1473250.0,0.08351452784503632,91977.33333333333,293916.6666666667,1561666.6666666667,0.45612754046488985,0.3356,0.8959,0.4303,-0.06,0.8604
7599,-388000.0,29.5,4123250.0,0.16612043189368772,100004.5,29500.0,2266000.0,0.5456625127927277,0.1181,-0.0022,0.9929,0.4504,1.4744000000000002
7601,2344577.114427861,12.0,7001626.865671642,0.016234867961687164,110241.13432835821,173905.47263681592,2480447.76119403,0.2588770299905778,0.7369,0.3019,0.7238,0.6421,0.6502
7602,-852275.7575757576,9.5,4899714.285714285,0.05099276934201012,110821.85714285714,537428.5714285715,8748011.723602485,0.6418832422327434,0.152,1.0142499999999999,0.3485,-0.842,1.4708
7603,174905.4054054054,29.5,550445.9459459459,0.13630661769443908,285857.08108108107,484864.86486486485,548013.5135135135,0.41068824434902373,2.0883,0.539,0.4125,0.0044,0.9166
