,"Возраст компании, лет",Чистые активы на 1 работника,Налоговая нагрузка,Налоги на 1 работника,Кредиторская задолженность на 1 работника,Фондовооруженность,Доля внеоборотных активов в общих,"2021, Коэффициент оборачиваемости совокупных активов, %","2021, Соотношение чистого долга к капиталу, %","2021, Коэффициент концентрации собственного капитала (автономии), %","2021, Коэффициент маневренности собственных средств, %","2021, Доля себестоимости как процент от выручки, %"
6330,-1.4805451008338486,2.217003299434371,2.1352791661392616,2.1079478958400135,-0.663071026303705,2.287182502336203,1.8248647708787058,-1.1500247348069628,-0.14700365928391554,1.0475585546509711,-0.6071752039865284,1.2345534075107845
6331,-1.2919502297194552,-0.893561721466311,1.8908599351742048,-1.0879606943469897,-0.7905701713886478,-0.8785308674168906,-1.3411722081476705,0.4321784345692247,-1.711623458737067,-2.5701189781780416,0.8669126478342184,-0.9593555199145013
6332,0.7825933525388731,-0.24630832358844335,-0.8936474970705214,-0.08953965578060924,-0.3242376818313908,-0.8785308674168906,-1.3411722081476705,2.108893521611627,-0.15640021083909633,0.6974868209371589,0.8669126478342184,-0.17367269945397326
6333,0.0910788251194303,0.8170358714647081,-0.6577076529660121,0.8251875763041263,1.09104858930787,1.0502028019449605,1.1624996880992906,-0.322562099519048,1.1767825238099527,-0.008911779132302048,-1.1465904472383672,-0.43921583697591365
6334,-0.411840831185619,-0.24122729453408268,-0.8427135079940865,-0.7586728451884355,-0.6108924378185998,0.2802327853623099,1.229612353342941,-0.2488944557654806,0.11102564642134863,0.15781985990699368,-0.8701897812797621,0.4132058837394635
6335,-0.3489758741474878,1.6102492977169163,-0.6473018103702447,0.45528608565152556,1.207245830714695,-0.682602476013712,-1.1948059690796138,-0.7394475777719942,0.6928601187181425,0.18003636549696445,0.7696796301659703,0.16072803356900203
6336,1.8512976221871027,-0.1131026518157549,0.4480896241010584,0.4066921662961224,-0.6579220659880526,0.4697092309430666,1.4241136498044673,-0.6362846513661365,0.8024239098515504,0.22878326125748288,-0.9019633543755889,0.07174283322920293
6337,-0.09751604599496318,-0.0013403567466549453,2.1352791661392616,-0.7123635247768034,-0.5303321903248602,0.02174932997046498,0.9075870904430947,-1.1482888880288615,-0.1392984870086673,0.8855721886503098,-0.0957089370689815,2.264592413031396
6338,0.8454583095770042,2.217003299434371,0.6077555633617261,2.1079478958400135,-0.7448320362939638,1.245806336629038,-0.15686248317636806,-0.5633226363841551,-0.8010036475244978,1.0098120645709234,0.3897206518950404,-0.8696640878259737
6339,1.2855130088439224,-0.8564248757941093,0.7725673034660973,-0.6770210462369969,-0.7376742442692586,-0.8774969301488657,-1.2992877778284453,2.108893521611627,-1.711623458737067,-1.8060760954006219,0.917367905111388,-1.6735676874036987
6340,-1.4805451008338486,-0.6177686534940541,-0.8276611473531651,-0.13654193233964895,1.278039802735218,1.3870306057180293,0.2464313569471003,-0.4468938890724825,1.7583350995600908,-0.9536525022786344,-2.3304502448088065,0.1935678098848802
6341,0.7825933525388731,-0.416000019551946,0.5895325859590047,-0.020148940015993974,-0.7300226321702274,-0.2795623919061429,-0.44087764162990856,-0.9086573571982919,1.7583350995600908,-0.4974592078826314,-0.4028534769953081,1.3881588128592468
6342,-1.4176801437957176,-1.1547669696038394,-0.8578030849138543,-0.9527494625359756,-0.19295431554529655,-0.7380015604045009,0.22668451517763277,1.5657004932448055,-1.711623458737067,-2.5701189781780416,1.263935211656611,2.2511740098055526
6343,-1.4805451008338486,0.18409617976280399,1.3298495322574913,0.04711144933644507,-0.019663854742280523,0.24320755807236683,0.5835274715299035,-0.7268873856377654,-0.21334331326349185,0.5661290354585933,-0.11497902075209873,2.264592413031396
6344,-0.9147604874906683,-0.08027423482147328,-0.1485644950984654,-0.653307667821234,-0.5127792258302893,0.22103556869593194,1.161911862805419,-0.8534771872602748,0.31737391857311853,0.0650713414245911,-0.9591852059231661,0.06962413798301707
6345,-0.9147604874906683,-0.40018829736833994,-0.787853345445495,0.30183460969497794,0.059787996600826065,-0.867644369598978,-1.2995911191065233,2.108893521611627,-0.05397779888762583,0.2788243223921745,0.8413172695070246,0.17732447966412304
6346,-0.28611091710935665,0.624877213984856,2.1352791661392616,-0.2598410974551467,-0.7147887160527724,-0.7400119939812161,-1.1358803128299693,-1.1237330067776725,-0.09062434995283088,0.9599866976652609,0.78218311957868,-1.5995546001369452
6347,0.5311335243863484,2.217003299434371,-0.30877919663823106,2.1079478958400135,0.26573946755552513,0.8552206011941118,-0.8384146125160687,0.11182297226922869,0.13940323211799457,0.69166307675338,0.6283166498646294,-1.6154448144833378
6348,0.46826856734821726,0.008708866723294474,-0.7669091158824539,-0.6815955775091517,0.19141556180074634,-0.3047194362759632,-0.4551995926800458,-0.597192817420278,0.05201530265481337,0.024089437909110892,0.19701981506386806,-0.8110468526815027
6349,0.6568634384626107,-0.3004557395434808,0.22084664648822894,-0.18218420329807677,-0.7375543778920315,-0.039673518863642926,1.4401513981665581,-0.4377207150418658,0.31192391867111374,0.5930908140871989,-0.5295064697522848,0.08586746820377422
6350,-0.6633006593381436,-0.6908891943124097,-0.9166292908186655,-0.007045108327078867,0.10028644080160845,-0.5431151555616751,-0.33870666591467313,2.108893521611627,1.7583350995600908,-0.68230916216035,-1.1718916258146739,0.3072711214301791
6351,-0.03465108895683202,-1.3895618724977998,-0.4953817687523232,-0.6769337033289415,1.835637757361972,-0.8785308674168906,-1.3411722081476705,2.108893521611627,-1.0789536425267452,-2.5701189781780416,0.8669126478342184,0.4534610934169919
6352,-0.3489758741474878,-0.5232799757485495,0.268419476851853,-0.5580631922134497,-0.41477645830689924,-0.5216392901824085,0.03811252188627938,-0.6663444370356957,0.8114445993445238,0.055796489576350916,-0.14748809322514386,0.7984553026708953
6353,1.4112429229201846,2.217003299434371,0.05514074134283083,2.1079478958400135,-0.6541510763295627,2.287182502336203,0.25859904180749416,-0.6742474792774577,-0.17763641735380487,1.032459958618952,0.22923468778602593,-0.7418361413061035
6354,0.02821386808129914,-1.1945714210405276,-0.21746370413609417,-0.6123585485087706,-0.41374906793554594,-0.8515709531531402,-1.2038411366547084,-0.19625454940517287,-1.711623458737067,-2.5701189781780416,0.9345785905382943,-0.38518910819817853
