,Прибыль в расчете на 1 работника
14675,1951978.2608695652
15491,297000.0
11250,-29375.0
12133,-6400.0
12650,2819470.8095297236
374,31000.0
6803,913534.8837209302
3700,1247397.008055236
19328,324739.1304347826
3573,1230000.0
6732,27500.0
10659,-385166.6666666667
5231,98921.34831460674
1281,274000.0
6953,602125.0
18599,459000.0
8624,-172750.0
19275,721304.3478260869
2394,-456500.0
13299,604357.1428571428
18932,-852275.7575757576
10135,130000.0
2457,-765060.9756097561
14397,810915.2542372881
15817,-852275.7575757576
12222,-852275.7575757576
5158,2356166.6666666665
19434,-222000.0
15175,1344777.7777777778
3869,13756.09756097561
13191,-99333.33333333333
16878,310866.6666666667
1881,323175.0
17023,129000.0
19323,-69000.0
12036,809375.0
14502,125125.0
15508,356714.28571428574
2680,1471514.2857142857
15878,-325000.0
13004,20000.0
11147,1310062.5
14061,127000.0
4230,272500.0
5016,142689.6551724138
16209,663333.3333333334
16314,2168833.3333333335
4510,407347.82608695654
15574,474692.3076923077
17305,217674.41860465117
8901,1084843.0232558139
817,13803.57142857143
17147,202875.0
5564,1795666.6666666667
18836,329105.2631578947
7490,2819470.8095297236
5532,453604.1666666667
19541,506350.4273504274
13679,67714.28571428571
9825,131117.64705882352
226,-144000.0
17632,2819470.8095297236
3563,-36086.95652173913
11207,1054857.142857143
6536,2330941.1764705884
3480,-44120.56737588652
5627,1048075.117370892
16207,2819470.8095297236
4964,2406769.230769231
7917,19884.21052631579
17618,2046111.111111111
11647,-331333.3333333333
17718,4105.263157894737
2002,1557714.2857142857
5469,-852275.7575757576
734,2326166.6666666665
13367,500.0
11691,-852275.7575757576
14633,1777115.3846153845
515,34842.10526315789
16300,-108000.0
13838,899000.0
14731,400485.29411764705
7993,-852275.7575757576
13599,2819470.8095297236
9192,2819470.8095297236
8506,2819470.8095297236
16854,1993000.0
5425,379181.8181818182
14701,-46763.63636363636
4525,111.11111111111111
2106,-87358.02469135802
8559,247329.54545454544
3811,2819470.8095297236
245,-111600.0
10036,-202708.33333333334
11199,885250.0
9821,2247586.206896552
14408,736666.6666666666
15932,2819470.8095297236
9386,416000.0
420,203500.0
15967,-635555.5555555555
17344,38652.77777777778
18270,628000.0
17970,70238.31775700934
7068,10000.0
8965,717000.0
14413,-600.0
14286,2819470.8095297236
11677,-852275.7575757576
19493,198000.0
6690,21500.0
19929,1345272.7272727273
9566,1273986.301369863
6555,589465.5172413794
15714,139750.0
18812,-852275.7575757576
16136,2819470.8095297236
14951,1335000.0
9629,2819470.8095297236
12662,-527732.7188940092
6184,378000.0
3810,1238603.7735849055
18925,92045.45454545454
12796,-852275.7575757576
2764,47952.380952380954
11259,1661500.0
8468,8428.57142857143
9778,-154360.0
10693,350817.97235023044
16726,-524000.0
344,205750.0
9351,-57000.0
8626,-273500.0
14543,433111.1111111111
13534,2065730.7692307692
11408,340166.6666666667
8450,2124000.0
12121,2819470.8095297236
8736,696571.4285714285
14828,94000.0
15114,1197600.0
13440,1046000.0
18200,2819470.8095297236
10417,805789.4736842106
16280,125636.36363636363
4615,152333.33333333334
15423,-61000.0
18918,1833433.3333333333
11666,-55000.0
4299,363916.6666666667
1469,2819470.8095297236
12518,255227.84810126582
3428,-852275.7575757576
15243,2236714.285714286
10608,2819470.8095297236
695,2819470.8095297236
17956,-36888.88888888889
18012,538756.9988801791
18101,21000.0
9964,2675953.846153846
15668,-136432.0
16252,2193500.0
16959,2373875.0
633,-175000.0
59,161444.44444444444
13814,99988.37209302325
14515,-852275.7575757576
10185,-32259.25925925926
454,-154659.0909090909
14470,-852275.7575757576
263,-5615.384615384615
1253,10000.0
6008,2819470.8095297236
9644,-852275.7575757576
11713,267689.6551724138
4417,-342500.0
18971,243500.0
13770,-852275.7575757576
16126,2217500.0
14899,370583.11575282854
14892,-47500.0
15025,48344.8275862069
4966,2819470.8095297236
15675,183172.41379310345
13137,-852275.7575757576
3395,-27000.0
7621,499000.0
11235,798000.0
8126,113333.33333333333
11212,39500.0
9906,151400.0
18341,460807.6923076923
9476,-309800.0
18646,200555.55555555556
17405,274508.1967213115
2253,532500.0
15736,41809.52380952381
13522,294400.0
8548,182831.2101910828
19479,35000.0
8030,2819470.8095297236
14900,435400.0
10940,115000.0
15021,-852275.7575757576
13987,-218500.0
1809,301302.63157894736
10250,2166.6666666666665
9944,2819470.8095297236
17488,1281500.0
17893,2819470.8095297236
11623,1579074.6268656717
16359,2819470.8095297236
15617,190000.0
4350,26166.666666666668
6886,312000.0
5038,1766000.0
19805,11000.0
9591,148567.70833333334
12343,300000.0
4073,556888.8888888889
16385,333538.46153846156
2129,1091214.2857142857
8022,194285.7142857143
8592,358965.7534246575
19370,2819470.8095297236
5817,2819470.8095297236
10367,1503744.5887445887
9226,813000.0
17846,1894000.0
11182,1439942.857142857
8183,2444372.5490196077
19795,-574333.3333333334
19107,260836.2068965517
15456,2819470.8095297236
2093,201000.0
8121,431000.0
10421,91523.80952380953
4858,79000.0
8810,249608.07600950118
5876,190322.5806451613
13326,463500.0
12184,-852275.7575757576
18564,562000.0
10863,263000.0
4822,83000.0
15838,529393.6170212766
4517,2819470.8095297236
12889,1040714.2857142857
7229,2026914.8936170214
4953,141181.81818181818
4453,350250.0
19089,39717.64705882353
9940,2621618.556701031
3895,2819470.8095297236
13130,-61413.793103448275
14125,64581.818181818184
2836,2819470.8095297236
10269,22000.0
18712,-90000.0
4032,-852275.7575757576
15709,99760.0
19391,2000.0
15845,227500.0
14626,1778000.0
270,11750.0
3330,2070500.0
10170,565000.0
4590,-482750.0
14129,-317093.56725146197
6474,169000.0
10072,-139808.51063829788
150,1117000.0
12251,353500.0
17368,617097.1223021583
15728,685666.6666666666
16668,62000.0
17401,2819470.8095297236
11635,833020.8333333334
315,271333.3333333333
5565,613333.3333333334
6692,210454.54545454544
8632,2819470.8095297236
19282,1306000.0
16396,575333.3333333334
13496,437550.0
19037,205724.1379310345
1714,744690.1408450705
7070,1044000.0
11676,2819470.8095297236
14794,46000.0
18792,1671136.3636363635
7485,336833.3333333333
13516,95875.0
3546,13000.0
6697,384833.3333333333
10243,16111.111111111111
17264,505023.69668246445
2796,2819470.8095297236
1343,34230.769230769234
5631,1042000.0
7505,2770098.0392156863
15739,2819470.8095297236
7008,103000.0
11398,282181.8181818182
1932,74215.6862745098
5769,2819470.8095297236
14870,-363000.0
15902,163518.5185185185
5434,25104.4776119403
7613,293750.0
5106,2323037.7358490564
13188,282500.0
15267,1387666.6666666667
9484,-454000.0
18430,156333.33333333334
19040,-54735.042735042734
13519,1088166.6666666667
9680,135222.22222222222
14841,-130333.33333333333
17239,2819470.8095297236
534,1821400.0
14093,-30545.454545454544
10734,360421.686746988
8849,146333.33333333334
1838,-258958.33333333334
17497,18000.0
6040,503583.3333333333
15454,114333.33333333333
14739,-852275.7575757576
11819,2819470.8095297236
5270,1105555.5555555555
4045,149535.7142857143
16122,1283000.0
11954,109000.0
13361,23000.0
6157,1534972.2222222222
12493,11809.571286141576
17207,1739000.0
16037,142066.66666666666
826,587391.304347826
17008,1032263.1578947369
16471,621320.0
19446,1069000.0
892,204000.0
3751,-852275.7575757576
6078,25131.57894736842
17447,1268500.0
3613,24000.0
16125,891800.0
13232,65478.260869565216
11125,-3800.0
11405,-44214.28571428572
7558,250.0
1605,-628666.6666666666
13607,-474888.8888888889
16774,-100680.0
14439,2819470.8095297236
16495,-53617.391304347824
15022,-852275.7575757576
1646,-31521.739130434784
14030,34133.333333333336
14501,29140.0
4819,266192.3076923077
2556,772000.0
15679,496700.0
9429,2127000.0
9503,50738.63636363636
11610,2819470.8095297236
7055,-555142.8571428572
17986,-300666.6666666667
769,-114000.0
6119,-616333.3333333334
9525,108982.75862068965
8007,578500.0
18426,77333.33333333333
2017,219956.52173913043
7775,-7000.0
1928,28000.0
18868,202571.42857142858
5928,357000.0
2954,-555428.5714285715
9624,1674000.0
18113,2443405.714285714
8359,18000.0
9268,-93782.9457364341
4855,2366531.914893617
15818,743363.6363636364
11860,409583.3333333333
17490,2819470.8095297236
18476,-83880.0
19354,-17000.0
19961,2819470.8095297236
764,-434500.0
7711,1854765.9574468085
15648,2819470.8095297236
2352,-852275.7575757576
18962,-571200.0
10088,21105.263157894737
11780,165666.66666666666
9798,33333.333333333336
18343,8000.0
8754,940341.7721518987
8282,160636.36363636365
13874,-71000.0
2233,-586571.4285714285
7225,-3000.0
9854,2819470.8095297236
2849,524000.0
5636,63264.36781609195
17415,2255952.380952381
1546,109444.44444444444
9195,559000.0
17183,-852275.7575757576
2313,2819470.8095297236
11131,-313647.0588235294
3254,22250.0
14592,-477000.0
16908,240240.74074074073
16659,1199000.0
13764,68705.88235294117
5740,1973200.0
13231,-852275.7575757576
1996,102222.22222222222
516,2612000.0
19223,-852275.7575757576
1304,2132000.0
15228,10800.0
1913,-148054.05405405405
19462,2819470.8095297236
9511,202000.0
3862,35500.0
3791,-208666.66666666666
275,361142.85714285716
15311,-35888.88888888889
17473,323032.2580645161
16365,2819470.8095297236
5916,1360000.0
5743,319000.0
12569,251000.0
18195,-100938.77551020408
15484,-260000.0
339,2819470.8095297236
12150,292000.0
8690,3333.3333333333335
15438,-70142.85714285714
9793,252777.77777777778
5139,598666.1417322835
16366,500.0
17102,2541800.0
4439,409500.0
18097,-223750.0
9326,2819470.8095297236
12740,-321461.53846153844
10528,-852275.7575757576
18409,315333.3333333333
15853,49500.0
8996,2819470.8095297236
7672,2819470.8095297236
5437,-286067.5675675676
5188,-28333.333333333332
7214,-571000.0
8726,-852275.7575757576
6124,2819470.8095297236
8918,336000.0
5942,2819470.8095297236
16834,2659241.379310345
10761,2819470.8095297236
1493,2819470.8095297236
11137,1164000.0
918,1068049.3128536784
11951,-28000.0
12286,152333.33333333334
14610,-852275.7575757576
4571,-17939.583333333332
12488,-480000.0
390,513403.22580645164
6032,189000.0
8286,-19250.0
3534,346000.0
11253,-131625.0
5162,1509159.0909090908
3326,-49700.0
5692,508000.0
1829,-100000.0
2672,173968.75
3356,-370375.0
17849,-469000.0
3321,513000.0
18304,451000.0
13037,773850.0
9535,240200.0
8484,-255515.15151515152
495,-291750.0
11281,-852275.7575757576
3756,296000.0
2661,1159400.0
10765,795750.0
3803,2819470.8095297236
10054,139460.0
9500,25500.0
8535,31333.333333333332
2709,180727.27272727274
3709,3000.0
11247,85666.66666666667
17779,19250.0
7261,656666.6666666666
8969,921250.0
6738,2819470.8095297236
3691,-852275.7575757576
16620,228842.1052631579
18082,331195.1837769328
7431,51500.0
844,565000.0
4837,-19500.0
8066,1306543.4782608696
17425,2433000.0
16782,1171916.6666666667
8052,1243745.4545454546
2781,269844.1558441558
19624,519333.3333333333
9267,-48550.38759689922
1175,2819470.8095297236
128,83826.8156424581
14445,-852275.7575757576
425,17000.0
55,137833.33333333334
13554,211375.0
7480,147000.0
520,683116.7883211679
15308,296000.0
2812,379090.9090909091
10955,-668250.0
19914,1908000.0
14383,2819470.8095297236
14955,235107.14285714287
12059,81666.66666666667
13419,722500.0
19224,977000.0
16604,109750.0
19691,382500.0
7316,1558205.1282051282
19381,214763.63636363635
9068,56766.101694915254
6780,2819470.8095297236
19843,2016504.9504950496
3747,-9322.58064516129
1919,915000.0
6548,2819470.8095297236
10521,4000.0
2120,433750.0
14942,18833.333333333332
14728,515000.0
17775,1332885.7142857143
5659,20000.0
7797,637166.6666666666
10747,435625.0
14288,694400.0
590,1505771.2765957448
10294,1041438.3561643836
16666,-10300.0
1972,591000.0
3526,2819470.8095297236
1639,19388.535031847136
10599,858000.0
5012,-208000.0
19938,2819470.8095297236
14548,2819470.8095297236
13052,10444.444444444445
2057,2819470.8095297236
15555,95333.33333333333
7090,72800.0
14461,1375750.0
4236,2819470.8095297236
19974,1489000.0
449,1089500.0
6289,729684.2105263158
1236,2330000.0
8543,-697812.2448979592
9222,2819470.8095297236
4234,145333.33333333334
1790,2819470.8095297236
13420,1452000.0
5392,3166.6666666666665
1922,408000.0
2652,2386800.0
19825,333166.6666666667
8979,1535485.7142857143
10515,87500.0
17902,-852275.7575757576
13823,-8000.0
16686,-687500.0
329,2393076.923076923
9447,437000.0
7123,893545.4545454546
4552,-852275.7575757576
3119,280000.0
2056,2819470.8095297236
612,1475487.1794871795
5594,499108.1081081081
575,2819470.8095297236
11845,219000.0
14020,-180045.45454545456
822,542407.4074074074
19690,2819470.8095297236
7731,242875.0
1223,-852275.7575757576
14854,526122.8070175438
2887,640321.052631579
2391,2671471.264367816
9678,2094454.5454545454
16362,59000.0
10440,28250.0
7193,2819470.8095297236
16217,15500.0
9339,63000.0
8437,257304.8128342246
8257,985666.6666666666
15197,535000.0
9467,936000.0
17549,140750.0
8693,1543333.3333333333
18445,155000.0
14148,2819470.8095297236
5361,1011000.0
19177,1763769.2307692308
1525,131851.85185185185
8863,539000.0
17041,2423500.0
8585,2354852.4590163934
17822,857400.0
15471,1192000.0
9058,193000.0
14553,-34000.0
1853,2819470.8095297236
13710,-852275.7575757576
4650,-159466.66666666666
13151,-852275.7575757576
17982,46428.57142857143
15375,-24000.0
2215,11046.979865771813
14450,1000.0
5618,-254368.42105263157
1907,483468.75
7581,-166500.0
10621,79000.0
1254,1174163.6363636365
1995,2819470.8095297236
8595,1927569.4444444445
89,175408.45070422534
11643,829176.4705882353
7115,20000.0
7358,-5793.103448275862
10493,-49000.0
15275,3000.0
751,-535538.4615384615
507,307142.85714285716
1741,1040507.9365079365
16265,1065708.3333333333
4325,2445652.5821596244
8076,11000.0
17146,514407.4074074074
19281,88555.55555555556
17860,909133.3333333334
12063,1097666.6666666667
4328,2819470.8095297236
12966,616625.0
12786,1148974.025974026
18367,2819470.8095297236
15002,177000.0
5442,1192000.0
13854,930293.5323383084
5829,-233344.6327683616
9280,2819470.8095297236
8157,597666.6666666666
1396,749000.0
13316,69500.0
19096,-811400.0
16573,2819470.8095297236
4529,320111.1111111111
5114,940800.0
7820,115000.0
14285,2819470.8095297236
16197,467500.0
13757,445666.6666666667
3500,170500.0
9454,13333.333333333334
12106,947040.0
842,245182.2429906542
15634,241333.33333333334
18299,-269666.6666666667
14582,-116291.66666666667
17385,1035418.1818181818
18398,-48000.0
2116,208000.0
6909,750977.7777777778
2716,-200200.0
13032,-852275.7575757576
1218,493200.0
417,40000.0
18533,2819470.8095297236
5379,59705.882352941175
9614,85500.0
9602,1047500.0
2671,1532636.3636363635
4929,-125500.0
12701,743509.2592592592
13851,-852275.7575757576
2201,85000.0
11418,483000.0
1356,2819470.8095297236
4794,2439352.9411764704
15235,271131.1475409836
5213,195615.38461538462
7553,349922.2797927461
12616,40000.0
18266,87000.0
5117,2819470.8095297236
9773,392375.60975609755
496,769395.3488372093
4907,1621000.0
19674,1763666.6666666667
19373,2819470.8095297236
10939,309333.3333333333
4945,2819470.8095297236
8433,942105.2631578947
11089,190883.5978835979
17154,321571.4285714286
1786,1242315.7894736843
8415,149571.42857142858
44,417926.4705882353
10924,755197.7401129943
942,-1000.0
18273,2819470.8095297236
6196,-232000.0
4581,168717.24137931035
9220,1335875.0
18640,114416.66666666667
5801,8000.0
7580,694833.3333333334
7838,1000.0
15535,172145.83333333334
5010,243000.0
6132,619186.274509804
179,343727.2727272727
